id,name,neighborhood,rating,price
15734,"Midtown East 1BR w/ DM, nr UN",Midtown,5.0,522.0
15735,A Delightful Suite - (on a quiet street),East Flatbush,,103.0
15736,2 Bedroom Greenpoint Apartment with a View!,Greenpoint,1.0,229.0
15737,"Perfectly Located, Beautiful and Spacious",Upper West Side,4.5,650.0
15738,Studio in doorman building Greenwich Village,Greenwich Village,3.0,350.0
15739,Quiet 1-Bedroom Williamsburg Artist Loft,Williamsburg,4.0,350.0
15740,Lovely 2-Bedroom Loft in Brooklyn,Greenpoint,3.6666666666666665,241.0
15741,Bright & beautiful 1 bedroom apartment in Astoria,Ditmars Steinway,5.0,121.0
15742,Gramercy Park High Ceilings Large 1 BD Prime Area,Flatiron District,,195.0
15743,Traditional Meets Modern Space,Crown Heights,,196.0
15744,LOVELY STUDIO NEXT TO CENTRAL PARK,Harlem,4.0,200.0
15745,Bronx Comfy Spot with Private Parking.,Williamsbridge,,256.0
15746,Hell's Kitchen PH - 4 Bedroom with Rooftop,Hells Kitchen,4.0,2000.0
15747,Charming One Bedroom Apartment in Historic BedStuy,Bedford-Stuyvesant,4.0,200.0
15748,Artistic + lovely apartment in New York brownstone,Upper West Side,3.0,175.0
15749,Happy Two-Bedroom Home on 31st & 3rd Ave,Kips Bay,4.0,450.0
15750,Modern 2-bedroom apartment near Grand Central,Murray Hill,5.0,545.0
15751,"Light-filled 1-bd + amenities,bike, street parking",Bedford-Stuyvesant,3.5,177.0
15752,Lovely 2 bedroom apartment,South Ozone Park,4.5,74.0
15753,Cheerful 1-bedroom townhouse with free parking.,Mariners Harbor,,59.0
15754,"Lovely 2 bedroom apartment in Astoria, New York",Ditmars Steinway,2.0,225.0
15755,private room in Brooklyn with backyard,Borough Park,,59.0
15756,"Sweet, lovely, 2 bedroom apt in Brooklyn",Flatbush,4.5,200.0
15757,Lovely 1 Bedroom in Downtown Manhattan,Lower East Side,4.5,142.0
15758,Canarsie/NYC getaway,Canarsie,,108.0
15759,Sparkling 1br Garden Oasis 15min to JFK/30min City,East New York,,136.0
15760,Cozy 1 Bedroom in Bedstuy,Crown Heights,5.0,126.0
15761,Vintage In The Heights,Crown Heights,,188.0
15762,Lovely one bedroom apartment with private patio,Flatbush,,145.0
15763,"Lovely 2 bedroom apartment in Bed Stuy, Brooklyn",Bedford-Stuyvesant,,245.0
15764,Soaring 3bd duplex with Manhattan + sunset views,Bushwick,,326.0
15765,Stylish- 3br+backyard! In Prime bed-stuy!,Bedford-Stuyvesant,2.0,450.0
15766,"Beautiful, Prime location East Village 1Br in",Stuyvesant Town,,138.0
15767,Extra Large Posh Prime Nolita Apartment 1 Bedroom,Little Italy,,275.0
15768,In The Heart Of Wall Street,Financial District,,389.0
15769,The Black Card Townhouse,SoHo,5.0,2500.0
15770,"Entire 2nd floor brownstone apartment, 1 bd",South Slope,2.6666666666666665,300.0
15771,Lovely 2-bedroom - Cozy - Modern,Williamsburg,,400.0
15772,Cozy / Modern / Clean,Williamsburg,3.0,356.0
15773,My heart belong in Brooklyn,Flatbush,,200.0
15774,"Large, ground floor studio, w/king bed",Windsor Terrace,,185.0
15775,"Welcome Home!  Quiet, Sun Soaked Dream Near All",Crown Heights,4.0,111.0
15776,Your Romantic Escape: Ultimate NYC love spot!,Bath Beach,,469.0
15777,Cozy East Village 1 Bedroom,East Village,3.0,323.0
15778,"Prime Williamsburg, 2 bedrooms with private patio",Williamsburg,,450.0
15779,Luxury in the High Line | Chelsea Style | Prime,Chelsea,4.5,499.0
15780,"Entire Large 2brm on the UWS, Elevator, Laundry",Upper West Side,5.0,287.0
15781,Apartment with a view in the heart of Queens,Jamaica Estates,2.0,146.0
15782,Beautiful 1-Bedroom apt Heart of Midtown Manhattan,Midtown,3.333333333333333,440.0
15783,BRAND NEW: Unbeatable Private Patio! 3BR & 2BA Apt,Upper East Side,1.0,1048.0
15784,"Lovely 2-bedroom, 1.5. baths next to subway stop!",Bushwick,5.0,350.0
15785,Modern 1br- 2stops from Manhattan,Williamsburg,4.0,280.0
15786,Beautiful apartment with private rooftop terrace,East Flatbush,5.0,185.0
15787,Lovely brand new 1-bedroom in Fort Green,Fort Greene,5.0,205.0
15788,Lovely and quiet studio close to Times Square,Hells Kitchen,,199.0
15789,Big 3 room apartment with 2 bedrooms and massage R,Flatbush,4.0,251.0
15790,Lovely Columbus Ave 1 Bedroom Upper West Side,Upper West Side,,142.0
15791,"Cozy boho 1 bedroom in Bushwick, Brooklyn",Bushwick,,145.0
15792,Art Deco Contemporary 2BR in Chelsea Elevator Bldg,West Village,4.5,210.0
15793,NYC lovely apartment - easy commute to downtown!,New Dorp Beach,5.0,95.0
15794,Lovely & comfortable 2-bed 2-bath unit top floor,Elmhurst,,368.0
15795,$2400 Apartment 2 bedrooms in Jackson Heights,Jamaica Estates,4.5,80.0
15796,Lovely 2bed Apt 10 Minutes From New York City,Sunnyside,5.0,150.0
15797,"Estudio privado, entrada principal compartida.",Bedford-Stuyvesant,,96.0
15798,3BR/1BA Apartment in Manhattan County!,Chinatown,4.5,750.0
15799,Spacious 3 Bedrooms With a Terrace in Times Square,Chelsea,4.5,600.0
15800,Prospect Park Birds Nest,Prospect-Lefferts Gardens,,122.0
15801,Amazing 3 Bedrooms near Times Square,Hells Kitchen,5.0,666.0
15802,A lovely 2BR apt in a bright Soho townhouse.,SoHo,4.5,236.0
15803,"Brooklyn Heights 1BR, nr East River",Brooklyn Heights,2.25,321.0
15804,Lovely 1BR unit! Amazing Upper W Side!,Upper West Side,4.5,253.0
15805,Stylish & Modern 1- bedroom Washer Dryer in-unit,Chinatown,5.0,258.0
15806,3 bedrooms in the best location,Hells Kitchen,4.5,600.0
15807,Lovely 2-bedroom rental unit with free parking,South Ozone Park,,285.0
15808,Enchanting Skylight 3BR {2 Level Village Condo}2BA,West Village,,628.0
15809,Lovely 3 bedroom in Times Square,Theater District,5.0,450.0
15810,Fantastic East Village Base,Gramercy,4.0,150.0
15811,Charming Eclectic apartment overlooking the park!,East Village,4.0,444.0
15812,Warm Modern Design with Green Outdoors,Crown Heights,5.0,2880.0
15813,Luxury loft in Brooklyn,Greenpoint,4.0,259.0
15814,Private Zen Garden 1Bed Apt -1 stop from Manhattan,Williamsburg,,188.0
15815,"Charming West Village Apartment 1 Bed, 1 Bath",West Village,4.0,120.0
15816,"Nolita 1BR w/ W/D, nr SoHo",Nolita,,586.0
15817,"UES 2BR w/ DM, Elevator & Gym, nr Central Park",East Harlem,,804.0
15818,"UES 2BR w/ DM, Elevator & Gym, nr Central Park",East Harlem,4.0,390.0
15819,Nice Paradise 2,Belmont,5.0,220.0
15820,"Quiet, sun-filled apt with private deck",Williamsburg,4.0,250.0
15821,Lovely huge 1 Bedroom apt near prospect park,Flatbush,3.0,189.0
15822,"Artist's Custom Loft, 1-Bedroom, NYC Meatpacking",Chelsea,2.0,282.0
15823,Lovely studio style apartment near prospect park,Flatbush,3.5,151.0
15824,Magnificent City View from 3BR 2Bath Apt w Balcony,Kips Bay,2.5,320.0
15825,Spacious 3BR Apt w Balcony with East River view,Murray Hill,4.75,395.0
15826,Peaceful,Crown Heights,4.5,101.0
15827,Artistic One-Bedroom Condo in Upper East Side,Upper East Side,3.0,212.0
15828,Chic Manhattan Penthouse in the Sky,Hells Kitchen,,1000.0
15829,Lovely studio apartment (Muisca),Upper West Side,,122.0
15830,Highland Place by Rove | 3BR P.H Loft,Chelsea,4.0,700.0
15831,2BR Apartment near the Central Park,Upper East Side,,297.0
15832,Stylish & Central 3BR Apt | Walk to Bars & Cafes,Crown Heights,,464.0
15833,Fancy Smart Studio | Flatiron,Midtown,5.0,155.0
15834,SoHo City View Penthouse Suite in Hotel Comfort,Chinatown,,440.0
15835,Stunning one-bedroom with Private Balcony in the H,Theater District,,403.0
15836,Great 3 bedrooms and a Terrace in Times Square,Hells Kitchen,4.0,666.0
15837,Estates LUX Prvt Guestroom; subway@600 steps,Jamaica Estates,5.0,64.0
15838,Charming and Inviting one bd/bth short term rental,Fort Greene,3.6666666666666665,190.0
15839,Cozy 3 Bedroom Apartment in Murray Hill,Murray Hill,,320.0
15840,Entire Studio in Upper Manhattan Ready to Live in,Harlem,4.0,112.0
15841,Two apartments in same house for large groups,Harlem,3.75,349.0
15842,"UES 1BR w/ DM, Elevator & Gym, nr Central Park",East Harlem,4.0,285.0
15843,Central Park West Comfortable and Clean Home,Upper West Side,,498.0
15844,The Madison I,Kips Bay,3.0,199.0
15845,Lovely 1 bedroom rental unit in Astoria Queens,Astoria,,198.0
15846,Apartment 1F: Master Suite + Patio,Bedford-Stuyvesant,3.6666666666666665,425.0
15847,Luxury Apt In The Heart Of Flatbush W Patio!,East Flatbush,2.5,173.0
15848,Mirror Master Bedroom,Crown Heights,,111.0
15849,Beautiful one-bedroom apartment in Greenpoint,Greenpoint,3.5,160.0
15850,The Madison II,Kips Bay,3.5,150.0
15851,The Orange Flat,Bushwick,,217.0
15852,The Madison III,Kips Bay,5.0,199.0
15853,Estates LUX Queen Prvt Bedroom; subway@600 steps,Jamaica Estates,,64.0
15854,Apartment 1B: Modern Space,Bedford-Stuyvesant,5.0,297.0
15855,Estates LUX Prvt Master w/ Bath; Subway@600 steps,Jamaica Estates,5.0,91.0
15856,The Madison IIII,Kips Bay,3.0,199.0
15857,Apartment 2B: Modern Space,Bedford-Stuyvesant,3.5,298.0
15858,Sunny Spacious Room w/Private Entrance,Bedford-Stuyvesant,5.0,99.0
15859,3 Apartment Modern Spaces,Bedford-Stuyvesant,5.0,1054.0
15860,Jackie's Bed Stuy Honeymoon Suite,Bedford-Stuyvesant,,64.0
15861,"New, Modern Apartment in Brooklyn *Hidden Gem*",Cypress Hills,4.0,200.0
15862,Lovely 2 bedroom unit in the heart of Bushwick,Bushwick,4.666666666666667,271.0
15863,The Corner Apartment 10 Beds 2 Baths.,Williamsbridge,,280.0
15864,2 Apartment Modern Space 1F+1B [PATIO],Bedford-Stuyvesant,5.0,910.0
15865,2 Apartments Modern Space 1B+2B,Bedford-Stuyvesant,4.25,618.0
15866,Apt in Heart of Park Slope,Park Slope,3.0,85.0
15867,2BR Private Apt in Sunnyside near 7 train 40th Sta,Sunnyside,4.0,157.0
15868,"Plant-filled, artsy loft, in Brooklyn",Bushwick,,136.0
15869,Robinson Lane,Bedford-Stuyvesant,3.0,65.0
15870,Lovely 2- Bedroom Apartment in Parkslope,Park Slope,4.5,250.0
15871,Jackie's Joint,Bedford-Stuyvesant,5.0,64.0
15872,Lovely one bedroom private apt in downtown fi-di,Financial District,,378.0
15873,Stunning 1-bedroom flat in the upper west side,Upper West Side,5.0,299.0
15874,Jackie's Grandslam,Bedford-Stuyvesant,,199.0
15875,"Spacious designer 3BR apt + backyard, hip Bushwick",Bushwick,5.0,375.0
15876,Amazing 1 bdr Williamsburg home in elevator bld,Williamsburg,5.0,200.0
15877,Spectacular Architect's Loft in Manhattan,Tribeca,4.0,600.0
15878,Amazing one bedroom with huge private terrace,Williamsburg,,275.0
15879,"Luxury 3 Bed - 1.5 Bath in Astoria, Queens",Ditmars Steinway,4.666666666666667,290.0
15880,Lovely Artist’s Studio w/Private Yard! Fort Greene,Fort Greene,2.5,191.0
15881,Lovely & Accommodating 3 Beds 1 Bath Bronx Apt.,Williamsbridge,1.0,240.0
15882,Cozy 2 bedroom apt in downtown flushing Queens,Flushing,5.0,128.0
15883,Stunning-Luxury Two Bed in Fashionable Brooklyn,Flatbush,5.0,301.0
15884,Super Cozy modern Studio in Upper East Side!,Upper East Side,3.0,200.0
15885,"Snug, Cozy & Tranquil Oasis near Prospect Park!",Flatbush,,135.0
15886,Zona central del bronx  con seguridad y elevador,Fordham,4.0,160.0
15887,Luxury 1 Bedroom Suite with Private Outdoor Space,Rosedale,,185.0
15888,Superb 2BR Apartment in Upper Manhattan,Harlem,4.5,105.0
15889,"Kips Bay 1BR w/ Gym & DM, nr Empire State Building",Kips Bay,4.5,274.0
15890,4R .quiet.     brick wall.  Great loc.  min to nyc,Fort Greene,5.0,78.0
15891,Stylish 2-Bedroom in Historic Brooklyn Brownstone,Bedford-Stuyvesant,4.5,250.0
15892,Sunny full-floor home in Historic Carroll Gardens,Carroll Gardens,3.0,335.0
15893,Fun and Simple 1 bedroom unit.,Crown Heights,1.0,107.0
15894,Lovely place and backyard in the Upper East Side.,Upper East Side,,228.0
15895,A studio  apartment,Van Nest,,76.0
15896,Lovely 2 Bedrm 2 Bathrm in Brighton Beach  NY,Brighton Beach,3.333333333333333,213.0
15897,Historic Brownstone Apartment by Central Park,Upper West Side,2.0,350.0
15898,Lovely In-law suite apt /small terrace,Throgs Neck,3.6666666666666665,110.0
15899,Entire 2 Bedroom Apartment in Historic Brownstone,Bedford-Stuyvesant,4.0,250.0
15900,Amazing Location - Close to it all - King Bed,Flushing,5.0,178.0
15901,Bright 2 bedroom Brooklyn design loft,Bedford-Stuyvesant,3.0,202.0
15902,Lovely/bright 2Bedroom Apt in the heart of midtown,Midtown,4.0,280.0
15903,Palace of Peace. Near JFK Airport,Cambria Heights,,185.0
15904,Lovely 3-Bedroom Apartment near subway - Brooklyn,East Flatbush,5.0,159.0
15905,"Private hideout between SoHo, Greenwich Village",Greenwich Village,3.0,544.0
15906,3BR in Downtown near Soho / close to subway,SoHo,4.0,251.0
15907,Lovely 2-bedroom rental entire place in Manhattan,Midtown,,500.0
15908,"Modern, large 2 bd apt- perfect brownstone BK!",Bedford-Stuyvesant,3.0,205.0
15909,ONE Bedroom Apartment in Maspeth Queens,Maspeth,,148.0
15910,Polly's Cozy Suite,East New York,,123.0
15911,Cheerful Private bedroom with Shared Bathroom,Coney Island,3.75,36.0
15912,DANA - 2BR- saylish new apartment,Bedford-Stuyvesant,2.0,180.0
15913,New furniture very nice location in upper west,Upper East Side,,230.0
15914,Newly renovated 2 bedroom apartment l,Canarsie,1.0,120.0
15915,Super Cozy 2Bd Apartment w/ Free Parking near JFK,Springfield Gardens,4.0,215.0
15916,Business Social Residential 1-Bedroom,Financial District,4.666666666666667,318.0
15917,"Kips Bay 1BR w/Elevator & W/D, nr 6 train",Kips Bay,4.0,318.0
15918,Lovely garden apartment with private backyard,Bedford-Stuyvesant,5.0,175.0
15919,Gorgeous 3 bedroom w/ Balcony close to Park,Upper West Side,,280.0
15920,Lovely 1BD in Queens 5mins from JFK 20mins LGA,Howard Beach,4.0,105.0
15921,Ultimate Urban Penthouse Duplex w/ Rooftop Access,East Flatbush,5.0,454.0
15922,Spectacular 1 bed overlooking the Hudson,Battery Park City,5.0,366.0
15923,Very nice 1 Br 4th floor east side best location,Midtown,4.0,225.0
15924,Brand New Entire 1bedroom apartment/Central Harlem,Harlem,4.2,99.0
15925,Midtown East 3BR w/ Doorman & Gym nr Bloomingdales,Midtown,4.5,1055.0
15926,"Kips Bay 1BR w/ W/D, nr Mad Sq Park",Kips Bay,5.0,403.0
15927,Lovely 1bedroom rental unit in luxury apt building,Roosevelt Island,4.0,231.0
15928,Railroad Style Apartment in NYC,Bedford-Stuyvesant,4.0,135.0
15929,Stylish fun and luxury all in one beautiful apart,Long Island City,4.0,1283.0
15930,Stunning Huge Boho Apartment in East Village,Gramercy,5.0,190.0
15931,Pink Paradise Pavilion: NYC Most Insta-Worthy Spot,Upper West Side,,879.0
15932,Practical + Cozy Living Quarters in Bed-Stuy,Bedford-Stuyvesant,,32.0
15933,Beautiful 1-Bedroom Penthouse Unit in Brooklyn,Fort Greene,4.333333333333333,185.0
15934,Lovely 1Br upper east side manhattan,Upper East Side,4.0,215.0
15935,beautiful apartment,Elmhurst,5.0,107.0
15936,Newly Renovated New York Private apartment,Mott Haven,5.0,155.0
15937,Exclusive rental opportunity,Hells Kitchen,4.666666666666667,249.0
15938,"Cozy 1 BR Apt private entrance, casino, JFK, & LGA",Ozone Park,5.0,107.0
15939,One Cute 1 Bedroom,Greenpoint,4.0,218.0
15940,* Lovely studio with Wi-Fi *,Edenwald,2.0,70.0
15941,Cute Modern 2 Bedroom in the Bronx,Williamsbridge,2.0,120.0
15942,SoHo City Sunset View Penthouse Suites,SoHo,5.0,406.0
15943,"Skylight, leafy 1 bedroom apartment with washerdry",Upper East Side,,281.0
15944,Huge homey loft Chelsea - Manhattan sleeps 9,Chelsea,5.0,1236.0
15945,Attractive 2BR in Upper Manhattan with Workspace,Harlem,2.5,117.0
15946,Lovely Home NY,Claremont Village,4.5,175.0
15947,Sunny 2 bedrooms,Crown Heights,2.0,120.0
15948,"2 Br Rental in Long Island City, Queens",Sunnyside,4.5,96.0
15949,Lovely 1 bedroom apartment with patio.,Elmhurst,4.0,150.0
15950,"UES 2br w/ dm, elevator & gym, nr Central Park",East Harlem,3.0,448.0
15951,lovely one bedroom unit.,Coney Island,3.0,102.0
15952,"UWS 2br w/ doorman & gym, nr Central Park",Upper West Side,,820.0
15953,Hudson Terrace by Rove | 4BR Townhouse,Tribeca,,1500.0
15954,Garden 1 Bedroom Apartment. Courtyard. Full apt!,Sunset Park,4.0,167.0
15955,Cheerful room near the Morgan L,Williamsburg,5.0,65.0
15956,ENTIRE PLACE NEXT TO MANHATTAN 1200SF WITH BALCONY,Upper West Side,3.0,295.0
15957,Lovely studio unit with Jacuzzi,Arverne,3.5,109.0
15958,Luxurious 2 bedroom w/parking & laundry 25min NYC,Wakefield,4.5,158.0
15959,2 bedroom apartment - 1 stop from Manhattan,Long Island City,,377.0
15960,"1bdrm Queens Apt; LGA, Astoria, Flushing, Midtown",East Elmhurst,,115.0
15961,Bright 1-bed in heart of Williamsburg,Williamsburg,1.0,280.0
15962,"Lovely 2 Bedroom rental Unit in Mount Vernon, NY",Wakefield,3.0,125.0
15963,"1 Bedroom Apartment, Minutes to Times Square",Upper West Side,3.75,90.0
15964,"Charming 1 Bedroom, 10 Minute Train to Downtown NYC",Ellis Island,,240.0
15965,HUGE Sun-kissed 3BR 1 Stop to NYC,Chelsea,4.333333333333333,166.0
15966,"Brand new, modern 1-bedroom apartment in NYC",Glendale,4.0,179.0
15967,Modern 1-bed room with BACKYARD in Hoboken,Chelsea,,182.0
15968,Private cozy room,Bedford-Stuyvesant,,48.0
15969,Urban Studio in the heart of West Brighten,Randall Manor,3.333333333333333,132.0
15970,Lovely two-bedroom unit in the heart of Manhattan,East Village,,134.0
15971,Lovely One bedroom Midtown East,Midtown,4.0,248.0
15972,Cozy 1 bedroom 3 stops to Manhattan,Borough Park,,183.0
15973,2br apt block from beach,Coney Island,4.0,153.0
15974,Fantastic Breathtaking NYC Skyline Manhattan View,Hells Kitchen,,270.0
15975,Lovely studio with central air and a queen size bd,Longwood,,85.0
15976,Furnished lovely room,East Harlem,2.0,137.0
15977,2 Bedroom Oasis by the Beach in Rockaway.,Rockaway Park,,302.0
15978,Lovely 2-Bedroom Apartment in Williamsburg,Williamsburg,4.666666666666667,182.0
15979,Amazing Entire Home Minutes To TimeSquare NYC View,Hells Kitchen,2.0,269.0
15980,Very nice 1 bedroom East manhattan nice location,Upper East Side,4.0,218.0
15981,Gorgeous 1-Bedroom in Park Slope,Gowanus,3.5,120.0
15982,Cozy and Authentic Private Brooklyn Apartment!,Windsor Terrace,4.5,82.0
15983,"30m to NYC, 65"" TV, PacMan Game, Yard+BBQ, King bd",Port Richmond,2.0,2429.0
15984,Surfin’ Bird House Red at Rockaway Beach,Rockaway Park,,318.0
15985,Urban Hoboken Studio - 10min to NYC,West Village,,191.0
15986,1 bedroom basement apartment/15min to  jfk+Parking,Rosedale,1.0,146.0
15987,The Lower Level Loft,Queens Village,5.0,200.0
15988,Close to Train-Entire 1-bedroom Unit (Bronx),Wakefield,2.5,82.0
15989,Close to the shopping area and transportation.,Randall Manor,5.0,90.0
15990,Luxury   1 bedroom/ 2 bathrooms and a balcony .,Port Richmond,,200.0
15991,One bedroom BEACH apartment.,Rockaway Park,,125.0
15992,Loft: Designed for long term stays over 180 days,Port Ivory,5.0,170.0
15993,Lovely 2- Bedroom Unit with Free parking,Freshkills Park,4.0,150.0
15994,Stunning two bed-room unit. 10 mins from NYC!,Port Ivory,,152.0
15995,"Cozy Townhouse, Close to Ferry",Park Hill,2.333333333333333,155.0
15996,"Contemporary, Convenient  & Cozy 1Br - Mt. Vernon",Wakefield,,135.0
15997,Rockaway Beach Loft with High Vaulted Ceilings!,Rockaway Park,5.0,231.0
15998,Beautiful New Beach Block Apartment (Pet Friendly),Rockaway Park,5.0,94.0
15999,"Sleek hideaway pad with privacy, peace and tech.",Port Richmond,,100.0
16000,Cozy Townhouse (7min from Metro North),Wakefield,4.666666666666667,85.0
16001,Charming luxury 2br home | The penthouse effect,Wakefield,2.0,200.0
16002,Beautiful full furnished apartment. JFK LGA 20 min,Floral Park,,96.0
16003,99St Rockaway Beach getaway!,Rockaway Park,4.0,135.0
16004,NEW! Updated Pet-Friendly Townhome ~ 11 Mi to NYC!,Randall Manor,1.0,125.0
16005,"Lovely 3-bedroom unit with parking, 7min-Airport.",Port Ivory,3.5,160.0
16006,The studio (bundle of happiness),Randall Manor,4.0,116.0
16007,"Bayonne; NYC, Newark Airport & Cruise Line",Randall Manor,3.5,61.0
16008,"Brand New! 3 bedroom, Beach Block, Rockaway",Rockaway Park,3.0,350.0
16009,Posh Luxurious Getaway w/ FREEParking,Freshkills Park,3.0,160.0
16010,"*Free Parking* King Beds near NYC&EWR, Sleeps 12",Randall Manor,5.0,364.0
16011,Home Away From Home!,Randall Manor,3.6,75.0
16012,Quiet cozy apartment in rockaway beach,Rockaway Park,,109.0
16013,Comfortable & bright 1 bed apt in gated property,Floral Park,3.333333333333333,125.0
